transaction_id,date,time,day_of_week,time_slot,categories,city,customer_type,payment_method
TXN-01864,2024-07-19,17:52,Friday,Afternoon,"Dairy products and eggs, Meats and sausages",Quito,Regular,Debit card
TXN-06611,2024-07-19,18:02,Friday,Evening,"Fruits and vegetables, Meats and sausages, Home cleaning, Personal care",Guayaquil,Regular,Cash
TXN-07252,2024-07-19,18:31,Friday,Evening,"Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-06627,2024-07-19,18:59,Friday,Evening,"Snacks and drinks, Dairy products and eggs",Quito,Regular,Cash
TXN-07003,2024-07-19,19:02,Friday,Evening,"Snacks and drinks, Meats and sausages, Home cleaning, Personal care",Quito,Regular,Credit card
TXN-03760,2024-07-19,19:29,Friday,Evening,"Meats and sausages, Personal care, Dairy products and eggs",Quito,Regular,Cash
TXN-08128,2024-07-19,19:35,Friday,Evening,"Personal care, Home cleaning, Fruits and vegetables",Quito,Regular,Cash
TXN-03484,2024-07-19,20:02,Friday,Evening,"Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-07511,2024-07-19,20:12,Friday,Evening,"Home cleaning, Meats and sausages, Snacks and drinks, Fruits and vegetables",Quito,New,Credit card
TXN-00837,2024-07-19,20:19,Friday,Evening,"Dairy products and eggs, Meats and sausages, Snacks and drinks, Personal care",Quito,New,Cash
TXN-07393,2024-07-19,20:28,Friday,Evening,"Snacks and drinks, Home cleaning, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Debit card
TXN-02538,2024-07-20,09:39,Saturday,Morning,"Dairy products and eggs, Home cleaning, Personal care",Quito,Regular,Debit card
TXN-04371,2024-07-20,09:57,Saturday,Morning,"Dairy products and eggs, Home cleaning",Quito,Regular,Debit card
TXN-03481,2024-07-20,10:02,Saturday,Morning,"Dairy products and eggs, Fruits and vegetables",Quito,Regular,Credit card
TXN-01967,2024-07-20,10:05,Saturday,Morning,"Dairy products and eggs, Personal care, Fruits and vegetables",Quito,Regular,Credit card
TXN-06864,2024-07-20,10:21,Saturday,Morning,"Meats and sausages, Dairy products and eggs",Cuenca,New,Credit card
TXN-02293,2024-07-20,10:24,Saturday,Morning,"Meats and sausages, Home cleaning",Cuenca,Regular,Cash
TXN-09300,2024-07-20,10:39,Saturday,Morning,"Dairy products and eggs, Fruits and vegetables, Home cleaning",Cuenca,Regular,Debit card
TXN-03008,2024-07-20,10:44,Saturday,Morning,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks, Personal care",Guayaquil,Regular,Debit card
TXN-04370,2024-07-20,11:03,Saturday,Morning,"Meats and sausages, Personal care",Guayaquil,New,Credit card
TXN-00434,2024-07-20,11:08,Saturday,Morning,"Personal care, Home cleaning",Guayaquil,New,Debit card
TXN-00730,2024-07-20,11:17,Saturday,Morning,"Dairy products and eggs, Home cleaning, Snacks and drinks",Cuenca,Regular,Credit card
TXN-00890,2024-07-20,11:37,Saturday,Morning,"Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-01661,2024-07-20,12:40,Saturday,Afternoon,"Snacks and drinks, Meats and sausages, Dairy products and eggs, Fruits and vegetables",Cuenca,Regular,Cash
TXN-01832,2024-07-20,14:32,Saturday,Afternoon,"Personal care, Home cleaning",Quito,Regular,Credit card
TXN-06311,2024-07-20,14:55,Saturday,Afternoon,"Dairy products and eggs, Fruits and vegetables",Quito,Regular,Cash
TXN-04998,2024-07-20,15:54,Saturday,Afternoon,"Home cleaning, Personal care",Guayaquil,New,Debit card
TXN-07411,2024-07-20,15:56,Saturday,Afternoon,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-02379,2024-07-20,16:20,Saturday,Afternoon,"Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-00170,2024-07-20,16:28,Saturday,Afternoon,"Snacks and drinks, Fruits and vegetables, Personal care",Quito,New,Credit card
TXN-03017,2024-07-20,17:03,Saturday,Afternoon,"Home cleaning, Snacks and drinks, Meats and sausages",Quito,Regular,Credit card
TXN-07507,2024-07-20,17:04,Saturday,Afternoon,"Snacks and drinks, Meats and sausages, Personal care",Cuenca,Regular,Debit card
TXN-05490,2024-07-20,18:10,Saturday,Evening,"Home cleaning, Personal care, Fruits and vegetables, Meats and sausages",Quito,Regular,Debit card
TXN-04766,2024-07-20,18:43,Saturday,Evening,"Home cleaning, Snacks and drinks",Cuenca,Regular,Debit card
TXN-09426,2024-07-20,18:43,Saturday,Evening,"Snacks and drinks, Personal care, Meats and sausages, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-02066,2024-07-20,19:41,Saturday,Evening,"Meats and sausages, Home cleaning, Snacks and drinks, Personal care",Quito,New,Cash
TXN-00699,2024-07-21,09:11,Sunday,Morning,"Dairy products and eggs, Meats and sausages",Quito,Regular,Debit card
TXN-02862,2024-07-21,09:49,Sunday,Morning,"Meats and sausages, Fruits and vegetables",Quito,Regular,Debit card
TXN-09454,2024-07-21,09:52,Sunday,Morning,"Home cleaning, Dairy products and eggs, Meats and sausages, Personal care",Cuenca,Regular,Cash
TXN-05940,2024-07-21,11:06,Sunday,Morning,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks, Meats and sausages",Cuenca,Regular,Debit card
TXN-00228,2024-07-21,12:47,Sunday,Afternoon,"Fruits and vegetables, Meats and sausages, Snacks and drinks",Guayaquil,New,Debit card
TXN-09027,2024-07-21,12:56,Sunday,Afternoon,"Fruits and vegetables, Dairy products and eggs, Home cleaning",Quito,New,Cash
TXN-03287,2024-07-21,13:37,Sunday,Afternoon,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Cash
TXN-05935,2024-07-21,14:41,Sunday,Afternoon,"Fruits and vegetables, Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-06360,2024-07-21,14:46,Sunday,Afternoon,"Meats and sausages, Home cleaning, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-03725,2024-07-21,15:18,Sunday,Afternoon,"Snacks and drinks, Personal care",Guayaquil,Regular,Credit card
TXN-02144,2024-07-21,15:28,Sunday,Afternoon,"Personal care, Fruits and vegetables",Quito,Regular,Cash
TXN-00224,2024-07-21,15:33,Sunday,Afternoon,"Personal care, Meats and sausages, Dairy products and eggs",Cuenca,Regular,Cash
TXN-09518,2024-07-21,15:40,Sunday,Afternoon,"Dairy products and eggs, Fruits and vegetables",Quito,New,Cash
TXN-02881,2024-07-21,16:00,Sunday,Afternoon,"Fruits and vegetables, Personal care",Guayaquil,Regular,Credit card
TXN-01834,2024-07-21,16:44,Sunday,Afternoon,"Snacks and drinks, Fruits and vegetables, Home cleaning",Quito,Regular,Cash
TXN-08638,2024-07-21,16:48,Sunday,Afternoon,"Fruits and vegetables, Meats and sausages, Home cleaning",Quito,Regular,Cash
TXN-07633,2024-07-21,16:54,Sunday,Afternoon,"Snacks and drinks, Personal care",Guayaquil,Regular,Debit card
TXN-05055,2024-07-21,17:08,Sunday,Afternoon,"Personal care, Snacks and drinks, Fruits and vegetables",Quito,New,Credit card
TXN-03658,2024-07-21,17:35,Sunday,Afternoon,"Home cleaning, Dairy products and eggs, Meats and sausages",Cuenca,New,Debit card
TXN-09842,2024-07-21,18:05,Sunday,Evening,"Snacks and drinks, Fruits and vegetables, Personal care",Quito,Regular,Debit card
TXN-07594,2024-07-21,18:31,Sunday,Evening,"Meats and sausages, Home cleaning, Fruits and vegetables",Guayaquil,New,Cash
TXN-01756,2024-07-21,18:36,Sunday,Evening,"Home cleaning, Personal care",Cuenca,Regular,Cash
TXN-09118,2024-07-21,18:51,Sunday,Evening,"Personal care, Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-04272,2024-07-21,18:55,Sunday,Evening,"Home cleaning, Snacks and drinks",Quito,Regular,Credit card
TXN-07931,2024-07-21,18:55,Sunday,Evening,"Snacks and drinks, Meats and sausages",Guayaquil,Regular,Cash
TXN-04223,2024-07-21,19:09,Sunday,Evening,"Meats and sausages, Snacks and drinks",Cuenca,New,Credit card
TXN-02737,2024-07-21,19:28,Sunday,Evening,"Personal care, Snacks and drinks, Dairy products and eggs, Home cleaning",Quito,Regular,Credit card
TXN-01080,2024-07-21,19:56,Sunday,Evening,"Meats and sausages, Home cleaning, Dairy products and eggs, Snacks and drinks",Quito,Regular,Credit card
TXN-01852,2024-07-21,20:09,Sunday,Evening,"Meats and sausages, Snacks and drinks, Home cleaning",Guayaquil,Regular,Debit card
TXN-06186,2024-07-21,20:21,Sunday,Evening,"Snacks and drinks, Home cleaning, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-02875,2024-07-21,20:22,Sunday,Evening,"Personal care, Home cleaning, Fruits and vegetables",Quito,Regular,Credit card
TXN-04082,2024-07-22,09:08,Monday,Morning,"Fruits and vegetables, Snacks and drinks",Cuenca,New,Credit card
TXN-07376,2024-07-22,09:08,Monday,Morning,"Home cleaning, Fruits and vegetables, Meats and sausages",Quito,Regular,Cash
TXN-07331,2024-07-22,09:36,Monday,Morning,"Snacks and drinks, Fruits and vegetables, Meats and sausages",Guayaquil,New,Credit card
TXN-00235,2024-07-22,10:03,Monday,Morning,"Home cleaning, Meats and sausages, Dairy products and eggs",Quito,Regular,Cash
TXN-04506,2024-07-22,10:11,Monday,Morning,"Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-06466,2024-07-22,10:13,Monday,Morning,"Fruits and vegetables, Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-04857,2024-07-22,10:14,Monday,Morning,"Meats and sausages, Home cleaning, Dairy products and eggs, Snacks and drinks",Guayaquil,New,Cash
TXN-07843,2024-07-22,10:55,Monday,Morning,"Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-02550,2024-07-22,11:03,Monday,Morning,"Meats and sausages, Personal care, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-08683,2024-07-22,11:31,Monday,Morning,"Fruits and vegetables, Home cleaning",Guayaquil,Regular,Debit card
TXN-05523,2024-07-22,12:01,Monday,Afternoon,"Meats and sausages, Snacks and drinks",Quito,Regular,Cash
TXN-04483,2024-07-22,12:12,Monday,Afternoon,"Fruits and vegetables, Personal care, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-01114,2024-07-22,12:48,Monday,Afternoon,"Fruits and vegetables, Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-07895,2024-07-22,13:18,Monday,Afternoon,"Snacks and drinks, Home cleaning, Meats and sausages, Personal care",Quito,Regular,Cash
TXN-00097,2024-07-22,13:36,Monday,Afternoon,"Fruits and vegetables, Meats and sausages",Cuenca,New,Cash
TXN-08117,2024-07-22,13:42,Monday,Afternoon,"Meats and sausages, Fruits and vegetables, Dairy products and eggs, Home cleaning",Cuenca,Regular,Debit card
TXN-06362,2024-07-22,14:03,Monday,Afternoon,"Meats and sausages, Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Cash
TXN-03868,2024-07-22,16:47,Monday,Afternoon,"Dairy products and eggs, Meats and sausages, Snacks and drinks",Quito,Regular,Credit card
TXN-01874,2024-07-22,19:06,Monday,Evening,"Snacks and drinks, Home cleaning",Guayaquil,Regular,Cash
TXN-02428,2024-07-22,19:51,Monday,Evening,"Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-01099,2024-07-22,20:49,Monday,Evening,"Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-08450,2024-07-22,20:50,Monday,Evening,"Home cleaning, Meats and sausages",Guayaquil,Regular,Credit card
TXN-07758,2024-07-22,20:58,Monday,Evening,"Personal care, Snacks and drinks",Quito,Regular,Cash
TXN-02676,2024-07-23,09:19,Tuesday,Morning,"Dairy products and eggs, Meats and sausages, Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-06326,2024-07-23,09:31,Tuesday,Morning,"Fruits and vegetables, Home cleaning",Quito,Regular,Cash
TXN-05271,2024-07-23,10:00,Tuesday,Morning,"Meats and sausages, Dairy products and eggs",Quito,Regular,Cash
TXN-07267,2024-07-23,10:21,Tuesday,Morning,"Fruits and vegetables, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Cash
TXN-04397,2024-07-23,11:43,Tuesday,Morning,"Fruits and vegetables, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Cash
TXN-03150,2024-07-23,12:06,Tuesday,Afternoon,"Meats and sausages, Fruits and vegetables, Home cleaning, Dairy products and eggs",Quito,Regular,Cash
TXN-01263,2024-07-23,12:27,Tuesday,Afternoon,"Snacks and drinks, Fruits and vegetables",Quito,Regular,Cash
TXN-06747,2024-07-23,12:58,Tuesday,Afternoon,"Snacks and drinks, Dairy products and eggs, Personal care, Fruits and vegetables",Quito,Regular,Credit card
TXN-03940,2024-07-23,13:07,Tuesday,Afternoon,"Personal care, Snacks and drinks, Home cleaning",Quito,Regular,Cash
TXN-08790,2024-07-23,13:28,Tuesday,Afternoon,"Dairy products and eggs, Personal care",Quito,New,Cash
TXN-05674,2024-07-23,13:52,Tuesday,Afternoon,"Personal care, Meats and sausages, Home cleaning, Fruits and vegetables",Quito,Regular,Debit card
TXN-02215,2024-07-23,16:30,Tuesday,Afternoon,"Meats and sausages, Personal care",Quito,Regular,Debit card
TXN-07965,2024-07-23,17:29,Tuesday,Afternoon,"Snacks and drinks, Home cleaning, Dairy products and eggs",Quito,Regular,Credit card
TXN-03771,2024-07-23,17:40,Tuesday,Afternoon,"Fruits and vegetables, Personal care, Snacks and drinks, Meats and sausages",Quito,New,Cash
TXN-09734,2024-07-23,18:19,Tuesday,Evening,"Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-08263,2024-07-23,18:41,Tuesday,Evening,"Home cleaning, Fruits and vegetables, Dairy products and eggs, Personal care",Quito,Regular,Debit card
TXN-05518,2024-07-23,19:33,Tuesday,Evening,"Fruits and vegetables, Snacks and drinks, Home cleaning",Guayaquil,Regular,Debit card
TXN-01124,2024-07-23,19:44,Tuesday,Evening,"Meats and sausages, Personal care",Guayaquil,Regular,Debit card
TXN-05743,2024-07-23,20:11,Tuesday,Evening,"Fruits and vegetables, Personal care, Snacks and drinks, Home cleaning",Guayaquil,Regular,Cash
TXN-05318,2024-07-23,20:31,Tuesday,Evening,"Personal care, Home cleaning, Snacks and drinks",Guayaquil,Regular,Cash
TXN-07215,2024-07-24,09:07,Wednesday,Morning,"Personal care, Home cleaning, Dairy products and eggs, Fruits and vegetables",Quito,Regular,Credit card
TXN-04764,2024-07-24,09:15,Wednesday,Morning,"Meats and sausages, Fruits and vegetables, Snacks and drinks",Guayaquil,New,Credit card
TXN-04799,2024-07-24,10:22,Wednesday,Morning,"Meats and sausages, Snacks and drinks, Personal care",Guayaquil,Regular,Cash
TXN-00785,2024-07-24,10:51,Wednesday,Morning,"Meats and sausages, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-07228,2024-07-24,10:51,Wednesday,Morning,"Meats and sausages, Dairy products and eggs, Home cleaning",Guayaquil,Regular,Cash
TXN-04863,2024-07-24,11:28,Wednesday,Morning,"Home cleaning, Fruits and vegetables, Dairy products and eggs",Guayaquil,New,Credit card
TXN-08658,2024-07-24,11:34,Wednesday,Morning,"Meats and sausages, Dairy products and eggs, Fruits and vegetables, Snacks and drinks",Cuenca,New,Debit card
TXN-09240,2024-07-24,12:04,Wednesday,Afternoon,"Personal care, Meats and sausages",Guayaquil,Regular,Cash
TXN-06015,2024-07-24,12:06,Wednesday,Afternoon,"Meats and sausages, Personal care, Dairy products and eggs",Cuenca,Regular,Cash
TXN-08832,2024-07-24,12:33,Wednesday,Afternoon,"Meats and sausages, Home cleaning, Dairy products and eggs",Quito,Regular,Credit card
TXN-08077,2024-07-24,12:36,Wednesday,Afternoon,"Meats and sausages, Home cleaning, Snacks and drinks, Personal care",Quito,New,Cash
TXN-03857,2024-07-24,12:37,Wednesday,Afternoon,"Fruits and vegetables, Snacks and drinks, Personal care",Quito,Regular,Debit card
TXN-05360,2024-07-24,12:37,Wednesday,Afternoon,"Snacks and drinks, Personal care, Fruits and vegetables",Cuenca,Regular,Debit card
TXN-03245,2024-07-24,13:27,Wednesday,Afternoon,"Home cleaning, Snacks and drinks, Fruits and vegetables, Meats and sausages",Quito,New,Cash
TXN-01474,2024-07-24,13:35,Wednesday,Afternoon,"Fruits and vegetables, Snacks and drinks",Quito,Regular,Debit card
TXN-04827,2024-07-24,14:46,Wednesday,Afternoon,"Snacks and drinks, Dairy products and eggs, Fruits and vegetables, Home cleaning",Guayaquil,Regular,Cash
TXN-04009,2024-07-24,14:47,Wednesday,Afternoon,"Dairy products and eggs, Personal care, Home cleaning, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-04386,2024-07-24,15:36,Wednesday,Afternoon,"Dairy products and eggs, Snacks and drinks, Meats and sausages",Quito,Regular,Credit card
TXN-04558,2024-07-24,15:41,Wednesday,Afternoon,"Meats and sausages, Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-05047,2024-07-24,15:52,Wednesday,Afternoon,"Snacks and drinks, Home cleaning",Guayaquil,Regular,Credit card
TXN-01226,2024-07-24,16:52,Wednesday,Afternoon,"Home cleaning, Personal care",Quito,New,Credit card
TXN-07441,2024-07-24,16:52,Wednesday,Afternoon,"Snacks and drinks, Dairy products and eggs, Meats and sausages",Quito,Regular,Credit card
TXN-01236,2024-07-24,17:01,Wednesday,Afternoon,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-04286,2024-07-24,17:03,Wednesday,Afternoon,"Dairy products and eggs, Home cleaning, Fruits and vegetables",Quito,New,Cash
TXN-00426,2024-07-24,17:08,Wednesday,Afternoon,"Fruits and vegetables, Snacks and drinks",Guayaquil,New,Credit card
TXN-09519,2024-07-24,17:17,Wednesday,Afternoon,"Personal care, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-01619,2024-07-24,17:35,Wednesday,Afternoon,"Fruits and vegetables, Meats and sausages, Snacks and drinks",Quito,Regular,Credit card
TXN-02969,2024-07-24,18:01,Wednesday,Evening,"Personal care, Dairy products and eggs",Quito,Regular,Cash
TXN-04250,2024-07-24,18:14,Wednesday,Evening,"Snacks and drinks, Dairy products and eggs",Quito,Regular,Debit card
TXN-04470,2024-07-24,18:25,Wednesday,Evening,"Snacks and drinks, Meats and sausages",Guayaquil,Regular,Cash
TXN-04883,2024-07-24,18:36,Wednesday,Evening,"Meats and sausages, Snacks and drinks, Personal care, Home cleaning",Quito,New,Credit card
TXN-03325,2024-07-24,19:08,Wednesday,Evening,"Meats and sausages, Dairy products and eggs",Quito,Regular,Cash
TXN-07360,2024-07-24,19:44,Wednesday,Evening,"Home cleaning, Snacks and drinks, Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-03116,2024-07-24,19:51,Wednesday,Evening,"Fruits and vegetables, Dairy products and eggs",Quito,New,Credit card
TXN-05998,2024-07-24,20:04,Wednesday,Evening,"Home cleaning, Fruits and vegetables, Snacks and drinks",Quito,New,Cash
TXN-02543,2024-07-24,20:28,Wednesday,Evening,"Snacks and drinks, Home cleaning",Quito,New,Credit card
TXN-02416,2024-07-24,20:43,Wednesday,Evening,"Snacks and drinks, Meats and sausages, Dairy products and eggs, Home cleaning",Cuenca,New,Cash
TXN-08750,2024-07-25,09:41,Thursday,Morning,"Dairy products and eggs, Personal care, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-05220,2024-07-25,09:58,Thursday,Morning,"Dairy products and eggs, Meats and sausages",Quito,Regular,Cash
TXN-01017,2024-07-25,09:59,Thursday,Morning,"Snacks and drinks, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Credit card
TXN-05630,2024-07-25,10:11,Thursday,Morning,"Fruits and vegetables, Meats and sausages, Home cleaning, Dairy products and eggs",Quito,New,Cash
TXN-00958,2024-07-25,10:25,Thursday,Morning,"Home cleaning, Personal care",Guayaquil,Regular,Cash
TXN-08669,2024-07-25,11:03,Thursday,Morning,"Snacks and drinks, Fruits and vegetables, Meats and sausages",Quito,Regular,Cash
TXN-02031,2024-07-25,11:11,Thursday,Morning,"Meats and sausages, Personal care, Snacks and drinks, Dairy products and eggs",Guayaquil,New,Credit card
TXN-00896,2024-07-25,11:22,Thursday,Morning,"Home cleaning, Fruits and vegetables, Dairy products and eggs",Quito,Regular,Cash
TXN-01738,2024-07-25,11:28,Thursday,Morning,"Home cleaning, Personal care, Dairy products and eggs",Quito,Regular,Credit card
TXN-06817,2024-07-25,11:33,Thursday,Morning,"Personal care, Dairy products and eggs",Quito,Regular,Credit card
TXN-02323,2024-07-25,12:04,Thursday,Afternoon,"Meats and sausages, Home cleaning",Guayaquil,Regular,Debit card
TXN-09122,2024-07-25,12:31,Thursday,Afternoon,"Dairy products and eggs, Snacks and drinks",Guayaquil,New,Cash
TXN-00522,2024-07-25,12:59,Thursday,Afternoon,"Snacks and drinks, Personal care",Guayaquil,Regular,Cash
TXN-05595,2024-07-25,13:15,Thursday,Afternoon,"Fruits and vegetables, Meats and sausages",Quito,New,Debit card
TXN-05188,2024-07-25,13:38,Thursday,Afternoon,"Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Credit card
TXN-04823,2024-07-25,15:42,Thursday,Afternoon,"Meats and sausages, Fruits and vegetables",Quito,New,Cash
TXN-04697,2024-07-25,15:54,Thursday,Afternoon,"Fruits and vegetables, Meats and sausages",Cuenca,Regular,Cash
TXN-02494,2024-07-25,16:58,Thursday,Afternoon,"Fruits and vegetables, Personal care",Guayaquil,Regular,Debit card
TXN-09537,2024-07-25,17:00,Thursday,Afternoon,"Dairy products and eggs, Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-08567,2024-07-25,18:11,Thursday,Evening,"Dairy products and eggs, Meats and sausages, Personal care, Snacks and drinks",Quito,Regular,Cash
TXN-06098,2024-07-25,18:20,Thursday,Evening,"Dairy products and eggs, Meats and sausages, Snacks and drinks, Home cleaning",Cuenca,Regular,Credit card
TXN-03847,2024-07-25,18:23,Thursday,Evening,"Home cleaning, Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-02990,2024-07-25,18:29,Thursday,Evening,"Meats and sausages, Home cleaning",Guayaquil,Regular,Cash
TXN-01855,2024-07-25,18:37,Thursday,Evening,"Personal care, Fruits and vegetables, Snacks and drinks",Guayaquil,New,Credit card
TXN-05040,2024-07-25,19:03,Thursday,Evening,"Personal care, Meats and sausages, Home cleaning",Cuenca,Regular,Credit card
TXN-09218,2024-07-25,19:36,Thursday,Evening,"Home cleaning, Snacks and drinks",Quito,Regular,Debit card
TXN-05791,2024-07-26,09:14,Friday,Morning,"Personal care, Meats and sausages, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-09351,2024-07-26,09:25,Friday,Morning,"Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Cash
TXN-07915,2024-07-26,09:31,Friday,Morning,"Snacks and drinks, Meats and sausages, Personal care",Cuenca,Regular,Credit card
TXN-09375,2024-07-26,09:49,Friday,Morning,"Fruits and vegetables, Personal care, Dairy products and eggs, Meats and sausages",Quito,Regular,Debit card
TXN-05294,2024-07-26,10:16,Friday,Morning,"Fruits and vegetables, Personal care, Home cleaning",Guayaquil,New,Credit card
TXN-03012,2024-07-26,11:09,Friday,Morning,"Home cleaning, Dairy products and eggs, Personal care",Quito,Regular,Credit card
TXN-00666,2024-07-26,11:12,Friday,Morning,"Meats and sausages, Snacks and drinks, Dairy products and eggs, Personal care",Quito,New,Cash
TXN-05769,2024-07-26,11:38,Friday,Morning,"Meats and sausages, Dairy products and eggs, Fruits and vegetables",Cuenca,Regular,Credit card
TXN-06850,2024-07-26,11:45,Friday,Morning,"Meats and sausages, Personal care",Guayaquil,Regular,Cash
TXN-07979,2024-07-26,12:26,Friday,Afternoon,"Meats and sausages, Personal care",Quito,New,Cash
TXN-03085,2024-07-26,12:55,Friday,Afternoon,"Fruits and vegetables, Home cleaning, Snacks and drinks",Quito,Regular,Credit card
TXN-05136,2024-07-26,13:27,Friday,Afternoon,"Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-08976,2024-07-26,14:04,Friday,Afternoon,"Home cleaning, Snacks and drinks",Guayaquil,New,Cash
TXN-08678,2024-07-26,14:22,Friday,Afternoon,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Cash
TXN-09208,2024-07-26,15:15,Friday,Afternoon,"Meats and sausages, Dairy products and eggs, Fruits and vegetables",Guayaquil,New,Cash
TXN-02333,2024-07-26,15:18,Friday,Afternoon,"Fruits and vegetables, Snacks and drinks, Meats and sausages",Quito,New,Credit card
TXN-01087,2024-07-26,15:45,Friday,Afternoon,"Meats and sausages, Dairy products and eggs",Cuenca,New,Credit card
TXN-08888,2024-07-26,15:47,Friday,Afternoon,"Fruits and vegetables, Meats and sausages, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-00877,2024-07-26,15:54,Friday,Afternoon,"Dairy products and eggs, Meats and sausages, Snacks and drinks",Cuenca,Regular,Cash
TXN-06551,2024-07-26,16:20,Friday,Afternoon,"Meats and sausages, Snacks and drinks",Guayaquil,New,Debit card
TXN-03712,2024-07-26,16:58,Friday,Afternoon,"Home cleaning, Fruits and vegetables, Meats and sausages",Quito,New,Debit card
TXN-04973,2024-07-26,16:59,Friday,Afternoon,"Snacks and drinks, Home cleaning, Meats and sausages, Dairy products and eggs",Cuenca,Regular,Debit card
TXN-01255,2024-07-26,17:00,Friday,Afternoon,"Snacks and drinks, Dairy products and eggs, Fruits and vegetables, Home cleaning",Guayaquil,New,Credit card
TXN-08591,2024-07-26,18:10,Friday,Evening,"Meats and sausages, Home cleaning",Quito,Regular,Credit card
TXN-03772,2024-07-26,18:30,Friday,Evening,"Personal care, Home cleaning",Quito,New,Debit card
TXN-07974,2024-07-26,18:40,Friday,Evening,"Dairy products and eggs, Home cleaning",Quito,New,Debit card
TXN-01816,2024-07-26,18:52,Friday,Evening,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-07544,2024-07-26,19:02,Friday,Evening,"Snacks and drinks, Fruits and vegetables",Quito,Regular,Cash
TXN-06759,2024-07-26,20:07,Friday,Evening,"Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-07537,2024-07-26,20:44,Friday,Evening,"Personal care, Home cleaning",Quito,Regular,Cash
TXN-03291,2024-07-27,09:04,Saturday,Morning,"Dairy products and eggs, Fruits and vegetables, Home cleaning, Meats and sausages",Guayaquil,Regular,Debit card
TXN-08492,2024-07-27,09:44,Saturday,Morning,"Home cleaning, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-09752,2024-07-27,10:10,Saturday,Morning,"Personal care, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-04745,2024-07-27,10:11,Saturday,Morning,"Meats and sausages, Fruits and vegetables",Cuenca,Regular,Credit card
TXN-02408,2024-07-27,10:30,Saturday,Morning,"Home cleaning, Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-09107,2024-07-27,10:33,Saturday,Morning,"Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-03873,2024-07-27,10:34,Saturday,Morning,"Fruits and vegetables, Personal care",Guayaquil,Regular,Cash
TXN-02511,2024-07-27,10:45,Saturday,Morning,"Fruits and vegetables, Personal care, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Cash
TXN-01216,2024-07-27,11:05,Saturday,Morning,"Fruits and vegetables, Snacks and drinks, Meats and sausages",Guayaquil,Regular,Debit card
TXN-09147,2024-07-27,12:35,Saturday,Afternoon,"Fruits and vegetables, Home cleaning, Meats and sausages, Dairy products and eggs",Guayaquil,Regular,Cash
